log_exposure,exposure,claims,ID,zone_id,year,group,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
3.68887945411394,40,2,870,132,9,train,0.544563478109962,0.999211093963546,0.859405919453069,0.657020391659487,-1.04054225014551,-0.0390317080044672,-0.482361026735916,1.09663364795326,0.692119155725102,-0.428417101747909,0.970406512414849,0.625723139158665,-0.48925817199166,174,6,0,1,2,0,1,2
6.76388490856244,866,0,1851,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,5,0,0,1,0,1,6
7.31188616407717,1498,11,1852,216,6,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,6,0,0,1,0,1,6
6.39692965521615,600,0,1853,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,8,0,0,1,0,1,6
6.8001700683022,898,0,1854,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,9,0,0,1,0,1,6
9.59587484459547,14704,0,1855,216,8,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,4,0,0,1,0,1,6
9.59587484459547,14704,0,1856,216,8,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,6,0,0,1,0,1,6
9.59587484459547,14704,0,1857,216,8,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,9,0,0,1,0,1,6
9.06923753099818,8684,0,1858,216,9,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,4,0,0,1,0,1,6
9.06923753099818,8684,0,1859,216,9,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,6,0,0,1,0,1,6
9.06923753099818,8684,0,1860,216,9,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,9,0,0,1,0,1,6
8.13035354743124,3396,0,1861,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,4,0,0,1,0,1,6
8.78660945506113,6546,0,1862,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,5,0,0,1,0,1,6
8.78660945506113,6546,0,1863,216,10,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,6,0,0,1,0,1,6
8.78660945506113,6546,0,1864,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,226,9,0,0,1,0,1,6
7.94873845481361,2832,0,1865,216,6,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,5,0,0,1,0,1,6
8.55101473989175,5172,28,1866,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,6,0,0,1,0,1,6
7.53796265976821,1878,0,1867,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,8,0,0,1,0,1,6
8.33758794211651,4178,0,1868,216,6,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,9,0,0,1,0,1,6
8.9677591267695,7846,0,1869,216,8,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,4,0,0,1,0,1,6
8.9677591267695,7846,0,1870,216,8,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,6,0,0,1,0,1,6
8.9677591267695,7846,0,1871,216,8,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,9,0,0,1,0,1,6
8.15994665557855,3498,0,1872,216,9,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,4,0,0,1,0,1,6
8.15994665557855,3498,0,1873,216,9,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,6,0,0,1,0,1,6
8.15994665557855,3498,0,1874,216,9,valid,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,9,0,0,1,0,1,6
7.97039490719143,2894,0,1875,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,4,0,0,1,0,1,6
9.62337674558067,15114,0,1876,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,5,0,0,1,0,1,6
9.62337674558067,15114,0,1877,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,6,0,0,1,0,1,6
9.62337674558067,15114,0,1878,216,10,train,-0.585974844137114,-0.399706475908281,1.12098710949859,-0.303328194424425,-0.53158892961924,-0.460316821281561,-0.548609149819833,-0.304482224003311,0.102545445503068,-1.44362023030671,-0.59244133768083,0.739500438199206,-0.48925817199166,228,9,0,0,1,0,1,6
6.16961073249146,478,0,1879,217,6,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,5,0,0,1,0,1,6
6.16961073249146,478,52,1880,217,6,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,6,0,0,1,0,1,6
6.16961073249146,478,0,1881,217,6,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,8,0,0,1,0,1,6
6.13122648948314,460,0,1882,217,7,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,2,0,0,1,0,1,6
6.13122648948314,460,0,1883,217,7,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,6,0,0,1,0,1,6
6.13122648948314,460,0,1884,217,7,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,8,0,0,1,0,1,6
6.13122648948314,460,0,1885,217,7,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,9,0,0,1,0,1,6
6.13122648948314,460,0,1886,217,8,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,4,0,0,1,0,1,6
6.13122648948314,460,0,1887,217,8,valid,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,6,0,0,1,0,1,6
6.13122648948314,460,0,1888,217,8,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,9,0,0,1,0,1,6
6.80903930604298,906,0,1889,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,4,0,0,1,0,1,6
7.19893124068817,1338,0,1890,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,6,0,0,1,0,1,6
6.80903930604298,906,0,1891,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,9,0,0,1,0,1,6
6.08677472691231,440,0,1892,217,10,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,226,6,0,0,1,0,1,6
6.44571981938558,630,0,1893,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,154,4,0,0,1,0,1,6
6.44571981938558,630,0,1894,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,154,6,0,0,1,0,1,6
6.44571981938558,630,0,1895,217,9,train,-0.427438978392988,1.58046995297814,0.981176473439778,-0.220271019411762,-0.473236083504309,-0.18066916252701,-0.134625545373082,0.182994092363843,0.169637273749935,-1.88713698304784,-0.59244133768083,-0.778167472580003,-0.48925817199166,154,9,0,0,1,0,1,6
7.63819824428578,2076,0,2758,260,6,valid,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,5,0,0,1,0,1,6
7.63819824428578,2076,0,2759,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,6,0,0,1,0,1,6
7.63819824428578,2076,0,2760,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,8,0,0,1,0,1,6
7.63819824428578,2076,88,2761,260,6,valid,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,9,0,0,1,0,1,6
7.63819824428578,2076,0,2762,260,7,valid,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,6,0,0,1,0,1,6
7.63819824428578,2076,0,2763,260,7,valid,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,8,0,0,1,0,1,6
7.63819824428578,2076,0,2764,260,7,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,9,0,0,1,0,1,6
8.70350676947973,6024,0,2765,260,8,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,4,0,0,1,0,1,6
8.70350676947973,6024,0,2766,260,8,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,6,0,0,1,0,1,6
8.70350676947973,6024,87,2767,260,8,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,9,0,0,1,0,1,6
8.47303229563047,4784,0,2768,260,9,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,4,0,0,1,0,1,6
8.6941671418836,5968,0,2769,260,9,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,6,0,0,1,0,1,6
8.47303229563047,4784,0,2770,260,9,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,9,0,0,1,0,1,6
8.11192806331074,3334,0,2771,260,10,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,4,0,0,1,0,1,6
7.23705902612474,1390,0,2772,260,10,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,5,0,0,1,0,1,6
8.68440111040014,5910,585,2773,260,10,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,6,0,0,1,0,1,6
8.46041117731725,4724,0,2774,260,10,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,226,9,0,0,1,0,1,6
7.78405700263993,2402,0,2778,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,5,0,0,1,0,1,6
7.78405700263993,2402,0,2779,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,6,0,0,1,0,1,6
7.78405700263993,2402,0,2780,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,8,0,0,1,0,1,6
7.02642680869964,1126,0,2781,260,6,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,9,0,0,1,0,1,6
7.07326971745971,1180,0,2782,260,7,valid,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,2,0,0,1,0,1,6
7.743269700829,2306,0,2783,260,7,train,-0.660041553704403,-0.130651229014684,1.06010183250524,-0.0801120365778938,-0.521221863678105,-0.169024068855566,0.0365556226649429,0.69713331560496,0.331048040841364,-0.860334411390757,-0.59244133768083,-0.992433214961196,-0.48925817199166,228,6,0,0,1,0,1,6
